epidday,Date,PCR_Total,Rapid_total,Rapid_positive,pcr_positive,test_total,positive_total,hospitalised,intensive_cases,deaths,14days_cases,14_days_deaths,incidence,case_fatality_ratio,vaccinated,admited_all,admited_vacc,addmitet_non_vax,death_vaccinated,death_non_vax
1,08.3.2020,,,,,,4,,,0,,,,,,,,,,
2,09.3.2020,,,,,,0,,,0,,,,,,,,,,
3,10.3.2020,,,,,,2,,,0,,,,,,,,,,
4,11.3.2020,,,,,,1,,,1,,,,,,,,,,
5,12.3.2020,,,,,,16,,,0,,,,,,,,,,
6,13.3.2020,,,,,,8,,,0,,,,,,,,,,
7,14.3.2020,,,,,,10,,,1,,,,,,,,,,
8,15.3.2020,,,,,,11,,,0,,,,,,,,,,
9,16.3.2020,,,,,,11,,,0,,,,,,,,,,
10,17.3.2020,,,,,,18,,,0,,,,,,,,,,
11,18.3.2020,,,,,,11,,,0,,,,,,,,,,
12,19.3.2020,,,,,,15,,,1,,,,,,,,,,
13,20.3.2020,,,,,,20,,,0,,,,,,,,,,
14,21.3.2020,,,,,,36,,,0,163,3,"2,3448237369","0,0431562651",,,,,,
15,22.3.2020,,,,,,22,,,0,181,3,"2,6037613274","0,0431562651",,,,,,
16,23.3.2020,,,,,,16,,,0,197,3,"2,8339280746","0,0431562651",,,,,,
17,24.3.2020,,,,,,17,,,0,212,3,"3,0497094001","0,0431562651",,,,,,
18,25.3.2020,,,,,,24,,,0,235,2,"3,3805740992","0,0287708434",,,,,,
19,26.3.2020,,,,,,22,,,0,241,2,"3,4668866294","0,0287708434",,,,,,
20,27.3.2020,,,,,,29,99,,0,262,2,"3,768980485","0,0287708434",,,,,,
21,28.3.2020,,,,,,38,122,8,4,290,5,"4,1717722926","0,0719271085",,,,,,
22,29.3.2020,,,,,,15,125,13,1,294,6,"4,2293139794","0,0863125302",,,,,,
23,30.3.2020,,,,,,13,113,13,0,296,6,"4,2580848228","0,0863125302",,,,,,
24,31.3.2020,,,,,,40,146,14,0,318,6,"4,5745641001","0,0863125302",,,,,,
25,01.4.2020,,,,,,23,207,18,2,330,8,"4,7471891605","0,1150833736",,,,,,
26,02.4.2020,,,,,,35,179,18,0,350,7,"5,0348975945","0,1006979519",,,,,,
27,03.4.2020,,,,,,28,173,21,4,358,11,"5,1499809681","0,1582396387",,,,,,
28,04.4.2020,,,,,,18,192,26,4,340,15,"4,8910433775","0,2157813255",,,,,,
29,05.4.2020,,,,,,28,210,22,2,346,17,"4,9773559077","0,2445521689",,,,,,
30,06.4.2020,,,,,,18,201,26,2,348,19,"5,0061267511","0,2733230123",,,,,,
31,07.4.2020,,,,,,16,201,26,1,347,20,"4,9917413294","0,287708434",,,,,,
32,08.4.2020,,,,,,28,233,27,1,351,21,"5,0492830162","0,3020938557",,,,,,
33,09.4.2020,,,,,,25,,32,0,354,21,"5,0924392813","0,3020938557",,,,,,
34,10.4.2020,,,,,,17,231,,2,342,23,"4,9198142209","0,3308646991",,,,,,
35,11.4.2020,,,,,,26,,35,3,330,22,"4,7471891605","0,3164792774",,,,,,
36,12.4.2020,,,,,,14,,36,1,329,22,"4,7328037388","0,3164792774",,,,,,
37,13.4.2020,,,,,,10,,,3,326,25,"4,6896474737","0,3596355425",,,,,,
38,14.4.2020,,,,,,28,,29,2,314,27,"4,5170224134","0,3884063859",,,,,,
39,15.4.2020,,,,,,34,,39,1,325,26,"4,675262052","0,3740209642",,,,,,
40,16.4.2020,,,,,,53,,37,2,343,28,"4,9341996426","0,4027918076",,,,,,
41,17.4.2020,,,,,,46,,,3,361,27,"5,1931372332","0,3884063859",,,,,,
42,18.4.2020,,,,,,32,,35,1,375,24,"5,394533137","0,3452501208",,,,,,
43,19.4.2020,,,,,,16,,,1,363,23,"5,2219080766","0,3308646991",,,,,,
44,20.4.2020,,,,,,35,268,34,0,380,21,"5,4664602455","0,3020938557",,,,,,
45,21.4.2020,,,,,,46,,,2,410,22,"5,8980228964","0,3164792774",,,,,,
46,22.4.2020,,,,,,49,262,37,4,431,25,"6,2001167521","0,3596355425",,,,,,
47,23.4.2020,,,,,,73,270,37,3,479,28,"6,8906169936","0,4027918076",,,,,,
48,24.4.2020,,,,,,91,282,41,2,553,28,"7,9551381993","0,4027918076",,,,,,
49,25.4.2020,,,,,,59,292,37,1,586,26,"8,4298571154","0,3740209642",,,,,,
50,26.4.2020,,,,,,53,301,41,1,625,26,"8,9908885616","0,3740209642",,,,,,
51,27.4.2020,,,,,,63,301,39,2,678,25,"9,7533159116","0,3596355425",,,,,,
52,28.4.2020,,,,,,36,287,39,0,686,23,"9,8683992852","0,3308646991",,,,,,
53,29.4.2020,,,,,,48,310,38,6,700,28,"10,069795189","0,4027918076",,,,,,
54,30.4.2020,,,,,,59,317,40,2,706,28,"10,1561077192","0,4027918076",,,,,,
55,01.5.2020,,,,,,49,317,43,2,709,27,"10,1992639843","0,3884063859",,,,,,
56,02.5.2020,,,,,,39,321,40,4,716,30,"10,2999619362","0,431562651",,,,,,
57,03.5.2020,,,,,,24,316,39,1,724,30,"10,4150453098","0,431562651",,,,,,
58,04.5.2020,,,,,,34,316,37,5,723,35,"10,4006598881","0,5034897594",,,,,,
59,05.5.2020,,,,,,52,316,39,2,729,35,"10,4869724183","0,5034897594",,,,,,
60,06.5.2020,,,,,,74,353,38,4,754,35,"10,8466079607","0,5034897594",,,,,,
61,07.5.2020,,,,,,51,355,43,0,732,32,"10,5301286834","0,4603334944",,,,,,
62,08.5.2020,,,,,,43,379,49,2,684,32,"9,8396284418","0,4603334944",,,,,,
63,09.5.2020,,,,,,49,389,56,4,674,35,"9,6957742248","0,5034897594",,,,,,
64,10.5.2020,,,,,,44,385,58,1,665,35,"9,5663054295","0,5034897594",,,,,,
65,11.5.2020,,,,,,25,368,50,2,627,35,"9,019659405","0,5034897594",,,,,,
66,12.5.2020,,,,,,33,365,51,2,624,37,"8,9765031399","0,5322606028",,,,,,
67,13.5.2020,,,,,,46,365,51,1,622,32,"8,9477322965","0,4603334944",,,,,,
68,14.5.2020,,,,,,31,365,51,3,594,33,"8,5449404889","0,4747189161",,,,,,
69,15.5.2020,,,,,,38,321,49,3,583,34,"8,3867008503","0,4891043378",,,,,,
70,16.5.2020,,,,,,37,322,45,3,581,33,"8,3579300069","0,4747189161",,,,,,
71,17.5.2020,,,,,,36,323,46,3,593,35,"8,5305550673","0,5034897594",,,,,,
72,18.5.2020,,,,,,24,329,43,2,583,32,"8,3867008503","0,4603334944",,,,,,
73,19.5.2020,,,,,,24,299,36,2,555,32,"7,9839090427","0,4603334944",,,,,,
74,20.5.2020,,,,,,33,285,33,4,514,32,"7,3941067531","0,4603334944",,,,,,
75,21.5.2020,,,,,,39,287,31,4,502,36,"7,2214816927","0,5178751811",,,,,,
76,22.5.2020,,,,,,41,258,29,5,500,39,"7,1927108493","0,5610314462",,,,,,
77,23.5.2020,,,,,,36,258,29,1,487,36,"7,0057003672","0,5178751811",,,,,,
78,24.5.2020,,,,,,19,,,4,462,39,"6,6460648247","0,5610314462",,,,,,
79,25.5.2020,,,,,,6,235,20,0,443,37,"6,3727418125","0,5322606028",,,,,,
80,26.5.2020,,,,,,10,,,0,420,35,"6,0418771134","0,5034897594",,,,,,
81,27.5.2020,1557,,,,1557,17,217,22,3,391,37,"5,6246998841","0,5322606028",,,,,,
82,28.5.2020,1273,,,,1273,17,198,20,1,377,35,"5,4233039804","0,5034897594",,,,,,
83,29.5.2020,1725,,,,1725,8,,,2,347,34,"4,9917413294","0,4891043378",,,,,,
84,30.5.2020,1353,,,,1353,14,,,3,324,34,"4,6608766303","0,4891043378",,,,,,
85,31.5.2020,606,,,,606,14,161,17,1,302,32,"4,344397353","0,4603334944",,,,,,
86,01.6.2020,1553,,,,1553,6,,,0,284,30,"4,0854597624","0,431562651",,,,,,
87,02.6.2020,1220,,,,1220,19,,,4,279,32,"4,0135326539","0,4603334944",,,,,,
88,03.6.2020,1347,,,,1347,22,132,9,2,268,30,"3,8552930152","0,431562651",,,,,,
89,04.6.2020,1174,,,,1174,25,141,8,1,254,27,"3,6538971114","0,3884063859",,,,,,
90,05.6.2020,1131,,,,1131,42,149,8,13,255,35,"3,6682825331","0,5034897594",,,,,,
91,06.6.2020,1196,,,,1196,41,147,12,0,260,34,"3,7402096416","0,4891043378",,,,,,
92,07.6.2020,816,,,,816,43,155,12,0,284,30,"4,0854597624","0,431562651",,,,,,
93,08.6.2020,427,,,,427,16,158,12,0,294,30,"4,2293139794","0,431562651",,,,,,
94,09.6.2020,1406,,,,1406,83,152,13,4,367,34,"5,2794497634","0,4891043378",,,,,,
95,10.6.2020,1777,,,,1777,79,161,15,3,429,34,"6,1713459087","0,4891043378",,,,,,
96,11.6.2020,2308,,,,2308,104,187,17,0,516,33,"7,4228775965","0,4747189161",,,,,,
97,12.6.2020,2640,,,,2640,93,204,15,1,601,32,"8,6456384408","0,4603334944",,,,,,
98,13.6.2020,2642,,,,2642,105,215,15,4,692,33,"9,9547118154","0,4747189161",,,,,,
99,14.6.2020,1975,,,,1975,75,247,16,0,753,32,"10,832222539","0,4603334944",,,,,,
100,15.6.2020,1409,,,,1409,24,244,15,2,771,34,"11,0911601296","0,4891043378",,,,,,
101,16.6.2020,1794,,,,1794,50,253,14,2,802,32,"11,5371082023","0,4603334944",,,,,,
102,17.6.2020,2045,,,,2045,113,267,13,5,893,35,"12,8461815768","0,5034897594",,,,,,
103,18.6.2020,2054,,,,2054,89,276,12,3,957,37,"13,7668485655","0,5322606028",,,,,,
104,19.6.2020,2104,,,,2104,132,289,13,6,1047,30,"15,0615365184","0,431562651",,,,,,
105,20.6.2020,2371,,,,2371,81,314,17,3,1087,33,"15,6369533863","0,4747189161",,,,,,
106,21.6.2020,1360,,,,1360,117,322,13,6,1161,39,"16,701474592","0,5610314462",,,,,,
107,22.6.2020,566,,,,566,33,322,13,0,1178,39,"16,9460267609","0,5610314462",,,,,,
108,23.6.2020,2776,,,,2776,79,341,11,8,1174,43,"16,8884850741","0,618573133",,,,,,
109,24.6.2020,2946,,,,2946,130,362,13,1,1225,41,"17,6221415807","0,5898022896",,,,,,
110,25.6.2020,3016,,,,3016,128,390,16,1,1249,42,"17,9673917015","0,6041877113",,,,,,
111,26.6.2020,2775,,,,2775,166,384,16,2,1322,43,"19,0175274855","0,618573133",,,,,,
112,27.6.2020,2750,,,,2750,105,392,18,4,1322,43,"19,0175274855","0,618573133",,,,,,
113,28.6.2020,1528,,,,1528,112,423,20,1,1359,44,"19,5497880884","0,6329585547",,,,,,
114,29.6.2020,1034,,,,1034,66,423,25,3,1401,45,"20,1539757997","0,6473439764",,,,,,
115,30.6.2020,4525,,,,4525,140,434,31,4,1491,47,"21,4486637526","0,6761148198",,,,,,
116,01.7.2020,3343,,,,3343,158,435,32,7,1536,49,"22,096007729","0,7048856632",,,,,,
117,02.7.2020,2896,,,,2896,165,446,32,2,1612,48,"23,1892997781","0,6905002415",,,,,,
118,03.7.2020,3155,,,,3155,161,443,31,0,1641,42,"23,6064770073","0,6041877113",,,,,,
119,04.7.2020,2538,,,,2538,182,450,29,7,1742,46,"25,0594045989","0,6617293981",,,,,,
120,05.7.2020,2591,,,,2591,180,463,29,2,1805,42,"25,9656861659","0,6041877113",,,,,,
121,06.7.2020,923,,,,923,63,458,28,5,1835,47,"26,3972488169","0,6761148198",,,,,,
122,07.7.2020,2775,,,,2775,174,470,29,4,1930,43,"27,7638638782","0,618573133",,,,,,
123,08.7.2020,3467,,,,3467,188,483,32,4,1988,46,"28,5982183368","0,6617293981",,,,,,
124,09.7.2020,4286,,,,4286,240,498,29,5,2100,50,"30,209385567","0,7192710849",,,,,,
125,10.7.2020,3686,,,,3686,330,525,28,3,2264,51,"32,5685947256","0,7336565066",,,,,,
126,11.7.2020,4540,,,,4540,292,516,32,5,2451,52,"35,2586685832","0,7480419283",,,,,,
127,12.7.2020,2806,,,,2806,211,532,33,0,2550,51,"36,6828253313","0,7336565066",,,,,,
128,13.7.2020,1198,,,,1198,77,535,33,1,2561,49,"36,84106497","0,7048856632",,,,,,
129,14.7.2020,3341,,,,3341,159,529,29,8,2580,53,"37,1143879823","0,76242735",,,,,,
130,15.7.2020,4885,,,,4885,234,551,27,7,2656,53,"38,2076800314","0,76242735",,,,,,
131,16.7.2020,5393,,,,5393,232,575,28,6,2723,57,"39,1715032852","0,8199690368",,,,,,
132,17.7.2020,6526,,,,6526,267,582,28,4,2829,61,"40,6963579852","0,8775107236",,,,,,
133,18.7.2020,4884,,,,4884,298,606,33,4,2945,58,"42,3650669023","0,8343544585",,,,,,
134,19.7.2020,2003,,,,2003,196,605,34,2,2961,58,"42,5952336495","0,8343544585",,,,,,
135,20.7.2020,3155,,,,3155,95,610,34,1,2993,54,"43,0555671438","0,7768127717",,,,,,
136,21.7.2020,3686,,,,3686,196,624,34,8,3015,58,"43,3720464212","0,8343544585",,,,,,
137,22.7.2020,5365,,,,5365,325,622,31,5,3152,59,"45,3428491939","0,8487398802",,,,,,
138,23.7.2020,6183,,,,6183,330,642,24,8,3242,62,"46,6375371468","0,8918961453",,,,,,
139,24.7.2020,5913,,,,5913,269,665,27,8,3181,67,"45,7600264231","0,9638232538",,,,,,
140,25.7.2020,5963,,,,5963,270,669,28,8,3159,70,"45,4435471458","1,0069795189",,,,,,
141,26.7.2020,2161,,,,2161,189,694,33,1,3137,71,"45,1270678684","1,0213649406",,,,,,
142,27.7.2020,3502,,,,3502,115,682,34,2,3175,72,"45,673713893","1,0357503623",,,,,,
143,28.7.2020,3832,,,,3832,194,686,39,7,3210,71,"46,1772036524","1,0213649406",,,,,,
144,29.7.2020,5303,,,,5303,250,699,40,8,3226,72,"46,4073703996","1,0357503623",,,,,,
145,30.7.2020,6395,,,,6395,284,722,37,13,3278,79,"47,1554123279","1,1364483142",,,,,,
146,31.7.2020,6639,,,,6639,265,751,34,6,3276,81,"47,1266414845","1,1652191576",,,,,,
147,01.8.2020,5582,,,,5582,270,778,42,9,3248,86,"46,7238496769","1,2371462661",,,,,,
148,02.8.2020,3955,,,,3955,146,793,43,2,3198,86,"46,004578592","1,2371462661",,,,,,
149,03.8.2020,1491,,,,1491,119,814,46,3,3222,88,"46,3498287128","1,2659171095",,,,,,
150,04.8.2020,4137,,,,4137,204,823,43,16,3230,96,"46,4649120864","1,3810004831",,,,,,
151,05.8.2020,5325,,,,5325,255,823,43,11,3160,102,"45,4579325675","1,4673130133",,,,,,
152,06.8.2020,5701,,,,5701,303,872,44,9,3133,103,"45,0695261816","1,481698435",,,,,,
153,07.8.2020,6433,,,,6433,297,874,47,11,3161,106,"45,4723179892","1,5248547",,,,,,
154,08.8.2020,5837,,,,5837,195,857,55,7,3086,105,"44,3934113618","1,5104692783",,,,,,
155,09.8.2020,3612,,,,3612,134,848,55,3,3031,107,"43,6022131684","1,5392401217",,,,,,
156,10.8.2020,1275,,,,1275,53,849,54,2,2969,107,"42,710317023","1,5392401217",,,,,,
157,11.8.2020,3667,,,,3667,116,854,54,12,2891,112,"41,5882541306","1,6111672302",,,,,,
158,12.8.2020,5388,,,,5388,210,861,64,12,2851,116,"41,0128372626","1,668708917",,,,,,
159,13.8.2020,5108,,,,5108,171,834,63,11,2738,114,"39,3872846107","1,6399380736",,,,,,
160,14.8.2020,5877,,,,5877,176,824,63,2,2649,110,"38,1069820795","1,5823963868",,,,,,
161,15.8.2020,5934,,,,5934,174,811,58,8,2553,109,"36,7259815964","1,5680109651",,,,,,
162,16.8.2020,2745,,,,2745,90,811,55,3,2497,110,"35,9203979813","1,5823963868",,,,,,
163,17.8.2020,781,,,,781,32,807,56,3,2410,110,"34,6688662935","1,5823963868",,,,,,
164,18.8.2020,5252,,,,5252,135,768,56,14,2341,108,"33,6762721963","1,5536255434",,,,,,
165,19.8.2020,3667,,,,3667,169,782,61,7,2255,104,"32,4391259303","1,4960838567",,,,,,
166,20.8.2020,8649,,,,8649,151,752,60,8,2103,103,"30,2525418321","1,481698435",,,,,,
167,21.8.2020,6844,,,,6844,142,766,63,5,1948,97,"28,0228014688","1,3953859048",,,,,,
168,22.8.2020,6373,,,,6373,169,734,73,7,1922,97,"27,6487805046","1,3953859048",,,,,,
169,23.8.2020,3402,,,,3402,96,743,74,6,1884,100,"27,1021344801","1,4385421699",,,,,,
170,24.8.2020,2288,,,,2288,60,745,74,0,1891,98,"27,202832432","1,4097713265",,,,,,
171,25.8.2020,3588,,,,3588,99,714,65,18,1874,104,"26,9582802631","1,4960838567",,,,,,
172,26.8.2020,6232,,,,6232,203,715,64,9,1867,101,"26,8575823112","1,4529275916",,,,,,
173,27.8.2020,3844,,,,3844,162,741,60,14,1858,104,"26,7281135159","1,4960838567",,,,,,
174,28.8.2020,7639,,,,7639,157,726,65,8,1839,110,"26,4547905037","1,5823963868",,,,,,
175,29.8.2020,6337,,,,6337,157,712,59,9,1822,111,"26,2102383348","1,5967818085",,,,,,
176,30.8.2020,4787,,,,4787,99,723,61,2,1831,110,"26,3397071301","1,5823963868",,,,,,
177,31.8.2020,1470,,,,1470,26,726,63,8,1825,115,"26,2533945999","1,6543234953",,,,,,
178,01.9.2020,4330,,,,4330,76,727,65,16,1766,117,"25,4046547197","1,6830943387",,,,,,
179,02.9.2020,6784,,,,6784,188,737,62,13,1785,123,"25,6779777319","1,7694068689",,,,,,
180,03.9.2020,5443,,,,5443,163,758,63,6,1797,121,"25,8506027923","1,7406360255",,,,,,
181,04.9.2020,7026,,,,7026,158,764,61,10,1813,126,"26,0807695395","1,812563134",,,,,,
182,05.9.2020,8129,,,,8129,179,763,56,7,1823,126,"26,2246237565","1,812563134",,,,,,
183,06.9.2020,3358,,,,3358,96,755,57,6,1823,126,"26,2246237565","1,812563134",,,,,,
184,07.9.2020,1407,,,,1407,39,766,54,5,1802,131,"25,9225299008","1,8844902425",,,,,,
185,08.9.2020,1220,,,,1220,57,773,53,1,1760,114,"25,3183421895","1,6399380736",,,,,,
186,09.9.2020,3923,,,,3923,167,762,57,15,1724,120,"24,8004670083","1,7262506038",,,,,,
187,10.9.2020,5145,,,,5145,122,753,60,9,1684,115,"24,2250501404","1,6543234953",,,,,,
188,11.9.2020,5090,,,,5090,163,746,55,5,1690,112,"24,3113626706","1,6111672302",,,,,,
189,12.9.2020,4865,,,,4865,201,735,56,7,1734,110,"24,9443212253","1,5823963868",,,,,,
190,13.9.2020,2330,,,,2330,92,736,53,4,1727,112,"24,8436232734","1,6111672302",,,,,,
191,14.9.2020,924,,,,924,27,740,53,3,1728,107,"24,8580086951","1,5392401217",,,,,,
192,15.9.2020,3163,,,,3163,143,730,49,9,1795,100,"25,8218319489","1,4385421699",,,,,,
193,16.9.2020,4312,,,,4312,155,734,46,7,1762,94,"25,3471130329","1,3522296397",,,,,,
194,17.9.2020,4835,,,,4835,174,744,43,3,1773,91,"25,5053526716","1,3090733746",,,,,,
195,18.9.2020,5856,,,,5856,154,744,33,10,1769,91,"25,4478109848","1,3090733746",,,,,,
196,19.9.2020,6042,,,,6042,189,728,34,4,1779,88,"25,5916652018","1,2659171095",,,,,,
197,20.9.2020,2915,,,,2915,86,723,37,2,1769,84,"25,4478109848","1,2083754227",,,,,,
198,21.9.2020,1249,,,,1249,44,718,35,6,1774,85,"25,5197380933","1,2227608444",,,,,,
199,22.9.2020,2988,,,,2988,151,714,33,4,1868,88,"26,8719677329","1,2659171095",,,,,,
200,23.9.2020,3049,,,,3049,109,716,31,2,1810,75,"26,0376132744","1,0789066274",,,,,,
201,24.9.2020,3526,,,,3526,160,726,29,12,1848,78,"26,584259299","1,1220628925",,,,,,
202,25.9.2020,4859,,,,4859,290,744,30,6,1975,79,"28,4112078547","1,1364483142",,,,,,
203,26.9.2020,5047,,,,5047,255,782,36,4,2029,76,"29,1880206264","1,0932920491",,,,,,
204,27.9.2020,2710,,,,2710,169,791,36,0,2106,72,"30,2956980972","1,0357503623",,,,,,
205,28.9.2020,1103,,,,1103,58,794,41,7,2137,76,"30,7416461698","1,0932920491",,,,,,
206,29.9.2020,3302,,,,3302,216,780,42,11,2210,78,"31,7917819538","1,1220628925",,,,,,
207,30.9.2020,4736,,,,4736,276,814,44,6,2331,77,"33,5324179794","1,1076774708",,,,,,
208,01.10.2020,4943,,,,4943,286,837,44,12,2443,86,"35,1435852096","1,2371462661",,,,,,
209,02.10.2020,4843,,,,4843,263,857,47,7,2552,83,"36,7115961747","1,193990001",,,,,,
210,03.10.2020,4820,,,,4820,240,887,50,6,2603,85,"37,4452526814","1,2227608444",,,,,,
211,04.10.2020,2843,,,,2843,182,912,54,3,2699,86,"38,8262531644","1,2371462661",,,,,,
212,05.10.2020,1278,,,,1278,69,917,56,3,2724,83,"39,1858887069","1,193990001",,,,,,
213,06.10.2020,3713,,,,3713,283,930,59,10,2856,89,"41,0847643711","1,2803025312",,,,,,
214,07.10.2020,5431,,,,5431,436,971,57,8,3183,95,"45,7887972665","1,3666150614",,,,,,
215,08.10.2020,4541,,,,4541,437,1033,53,11,3460,94,"49,773559077","1,3522296397",,,,,,
216,09.10.2020,5209,,,,5209,516,1063,56,7,3686,95,"53,0246643809","1,3666150614",,,,,,
217,10.10.2020,6048,,,,6048,612,1131,58,7,4043,98,"58,1602599273","1,4097713265",,,,,,
218,11.10.2020,3795,,,,3795,448,1189,59,4,4322,102,"62,1737925812","1,4673130133",,,,,,
219,12.10.2020,1191,,,,1191,83,1205,62,1,4347,96,"62,5334281237","1,3810004831",,,,,,
220,13.10.2020,4320,,,,4320,587,1221,65,23,4718,108,"67,8704195738","1,5536255434",,,,,,
221,14.10.2020,5819,,,,5819,785,1307,64,8,5227,110,"75,1925992184","1,5823963868",,,,,,
222,15.10.2020,5898,,,,5898,819,1380,67,6,5760,104,"82,8600289837","1,4960838567",,,,,,
223,16.10.2020,6324,,,,6324,914,1426,74,15,6411,112,"92,2249385095","1,6111672302",,,,,,
224,17.10.2020,7442,,,,7442,998,1450,76,14,7169,120,"103,129088157","1,7262506038",,,,,,
225,18.10.2020,4602,,,,4602,603,1484,79,10,7590,127,"109,1853506921","1,8269485557",,,,,,
226,19.10.2020,1581,,,,1581,395,1500,74,18,7916,142,"113,8749981659","2,0427298812",,,,,,
227,20.10.2020,4406,,,,4406,1024,1562,88,22,8657,154,"124,5345956445","2,2153549416",,,,,,
